$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1,>>f2,>>f3
2,0,-1,0,-1,0,3,1,-1,0,1,2,3,2,2,0,2,2,2,2,1,-1,3,3,0,1,0,1,2,3,1,0,0,2,1,1,-1,1,2,3,-1,1,1,0,1,-1,2,-1,-1,1,96214.0,607,99472.0
2,1,3,0,3,2,2,0,3,2,-1,1,2,1,2,2,0,0,3,0,1,1,0,1,1,0,-1,0,1,0,-1,1,0,0,2,-1,1,0,1,-1,3,3,2,3,3,1,2,0,2,1,96125.0,654,99436.0
0,1,3,2,1,0,0,-1,2,2,1,3,1,0,-1,-1,1,0,1,-1,0,2,0,3,1,0,1,-1,3,-1,2,2,2,1,2,0,2,3,3,1,3,1,-1,-1,0,1,-1,0,1,2,96613.0,596,99484.0
3,0,1,1,3,1,-1,0,1,-1,2,2,1,1,2,1,2,1,-1,0,2,-1,0,-1,0,3,2,0,3,0,-1,2,-1,-1,0,2,3,-1,-1,0,1,2,3,-1,1,1,0,2,2,2,96683.0,568,99507.0
1,0,3,1,1,3,2,1,1,1,3,2,2,0,1,1,-1,2,2,3,0,1,0,2,3,1,-1,2,-1,2,1,1,2,2,3,3,3,3,-1,-1,-1,0,0,1,2,2,3,1,0,0,96331.0,637,99450.0
2,-1,1,1,-1,1,-1,-1,0,2,0,-1,1,0,0,0,1,1,1,-1,0,2,0,3,2,3,2,0,3,3,-1,1,3,2,3,0,3,-1,2,1,2,2,2,1,1,0,1,-1,0,-1,96489.0,591,99490.0
-1,2,-1,1,1,1,1,0,3,0,2,0,0,1,0,2,2,1,3,-1,0,3,2,0,1,-1,0,2,2,2,-1,0,2,3,0,0,2,-1,0,3,1,3,3,1,-1,1,3,2,2,2,96219.0,630,99457.0
-1,-1,2,0,1,1,3,2,1,1,0,0,0,3,1,3,0,0,-1,-1,-1,2,2,3,2,0,-1,-1,1,0,-1,2,1,1,1,0,1,2,3,1,0,0,-1,-1,3,1,0,1,1,0,96283.0,580,99494.0
-1,2,0,1,0,3,0,2,1,3,3,1,-1,1,2,2,-1,1,2,3,3,-1,1,1,3,2,0,0,1,0,1,0,1,2,1,2,0,0,3,1,1,0,1,0,2,2,2,-1,2,-1,96141.0,633,99433.0
0,2,0,1,0,-1,0,3,2,3,1,2,1,1,2,-1,0,3,1,1,0,2,-1,2,2,3,-1,0,0,0,3,1,3,-1,3,0,-1,2,0,-1,1,2,1,0,2,1,-1,3,1,1,96174.0,609,99457.0
-1,2,2,0,0,1,1,0,3,2,-1,2,0,0,1,2,2,0,2,1,3,2,0,-1,0,3,-1,2,0,-1,0,1,0,-1,-1,3,0,1,1,2,3,2,1,3,1,0,3,2,0,-1,96232.0,589,99468.0
2,2,-1,0,1,2,3,3,3,1,2,3,3,0,0,1,2,3,1,1,2,-1,0,-1,1,1,0,0,-1,1,2,2,2,1,-1,0,2,2,-1,0,1,2,-1,-1,0,3,1,1,-1,2,96521.0,601,99480.0
-1,2,0,-1,0,1,3,2,1,3,1,2,0,0,3,3,1,0,2,2,1,1,0,2,0,2,3,1,0,0,2,2,-1,2,1,0,2,1,1,-1,2,3,0,1,0,1,2,0,2,3,96075.0,674,99426.0
-1,0,3,0,2,1,3,2,2,2,1,3,-1,0,0,1,1,3,2,2,2,2,0,3,-1,2,3,0,0,0,-1,2,-1,1,0,2,1,2,1,3,3,3,0,2,1,3,0,2,3,-1,96459.0,641,99446.0
1,2,2,-1,0,2,-1,2,0,1,1,-1,-1,0,-1,0,2,1,2,2,3,2,2,0,1,0,-1,0,-1,0,1,1,1,1,1,-1,2,3,0,2,-1,2,0,-1,-1,3,2,2,1,-1,96621.0,555,99538.0
0,3,2,1,2,0,2,0,3,2,3,3,2,3,-1,2,0,3,3,1,0,3,1,0,1,1,0,2,0,1,2,-1,3,3,-1,2,-1,0,2,0,0,-1,3,2,0,1,-1,0,2,1,96461.0,638,99432.0
2,2,2,1,3,2,0,0,-1,1,-1,1,1,1,-1,2,2,2,3,0,2,3,1,1,0,1,0,0,0,3,1,0,3,0,3,0,-1,-1,1,2,2,0,1,2,0,-1,-1,0,1,3,96129.0,617,99451.0
3,3,-1,3,2,1,2,2,-1,1,2,0,-1,1,2,3,2,3,1,1,3,-1,-1,2,3,-1,0,2,0,0,0,2,0,1,0,1,0,0,0,2,3,2,-1,3,1,-1,1,3,3,2,96589.0,605,99468.0
2,0,-1,-1,1,3,1,2,-1,1,3,-1,2,2,1,1,0,1,2,3,0,2,3,0,2,3,2,3,0,0,-1,2,0,0,2,-1,0,2,1,1,1,-1,1,1,1,2,1,2,-1,-1,96529.0,619,99484.0
0,-1,3,0,-1,3,1,1,0,1,2,1,1,0,0,2,3,2,0,-1,0,1,-1,1,0,0,1,-1,2,2,1,0,2,2,1,0,1,3,2,2,-1,3,0,2,1,2,-1,-1,0,2,96043.0,618,99461.0
3,2,1,3,-1,3,0,0,0,3,-1,-1,0,1,2,2,1,1,0,3,-1,1,0,0,-1,-1,-1,-1,0,1,-1,2,3,1,-1,0,3,0,-1,-1,3,-1,1,0,3,3,1,1,1,1,96962.0,533,99529.0
0,2,3,2,1,0,1,3,3,0,0,3,1,2,0,0,1,-1,1,2,2,2,1,2,-1,0,-1,3,1,0,2,-1,3,0,1,3,0,-1,0,2,2,3,2,2,0,2,-1,-1,-1,-1,96313.0,603,99474.0
2,-1,1,2,3,-1,0,0,1,0,-1,1,1,1,1,0,2,3,0,1,3,3,2,3,1,0,0,2,2,2,1,-1,0,0,1,2,0,2,2,2,2,-1,3,0,2,0,0,3,-1,1,96208.0,643,99451.0
3,2,2,-1,1,2,2,1,-1,1,1,0,0,1,-1,1,1,3,3,0,0,2,2,2,0,2,0,1,0,0,3,3,0,2,3,3,1,-1,-1,1,2,1,0,2,0,3,1,2,3,1,96139.0,653,99437.0
0,1,1,2,2,0,0,-1,0,2,3,1,-1,-1,-1,-1,0,3,-1,0,2,1,-1,0,1,3,2,1,-1,-1,2,0,0,3,0,2,1,2,1,2,1,2,0,2,3,2,0,3,-1,2,96528.0,579,99490.0
0,0,1,-1,1,3,-1,2,2,0,3,0,3,0,2,3,1,3,-1,1,-1,-1,0,1,2,2,3,1,0,1,-1,0,2,3,1,2,2,3,3,0,0,2,1,-1,-1,0,3,0,0,1,96323.0,612,99469.0
0,0,3,1,2,3,-1,0,-1,3,0,1,2,-1,-1,-1,2,1,0,0,1,1,0,-1,3,0,-1,1,0,1,3,0,0,2,2,-1,-1,2,2,0,3,2,3,2,0,3,3,-1,-1,2,96511.0,565,99498.0
0,3,1,-1,0,0,1,-1,-1,3,1,-1,2,-1,1,2,-1,-1,3,0,0,2,-1,2,0,3,1,2,3,-1,-1,0,-1,1,3,-1,2,2,-1,-1,0,3,0,-1,3,1,-1,3,0,3,97032.0,498,99568.0
0,-1,2,-1,0,1,-1,2,3,-1,-1,1,1,1,1,2,1,2,-1,-1,2,1,3,-1,3,0,0,0,0,1,0,3,-1,3,2,3,-1,0,2,1,2,0,3,3,1,2,2,2,0,-1,96815.0,560,99524.0
-1,-1,1,-1,3,0,0,0,-1,-1,2,1,-1,3,1,0,2,3,-1,1,1,3,1,1,-1,1,1,3,3,-1,3,0,1,2,0,-1,-1,-1,2,3,1,2,0,0,1,2,2,3,1,2,96908.0,560,99538.0
0,0,1,3,2,3,2,0,3,1,1,0,-1,-1,2,2,3,-1,1,2,2,0,1,3,2,-1,3,2,2,1,1,2,-1,1,1,2,1,3,0,0,3,2,1,1,0,2,2,0,3,1,96237.0,646,99427.0
0,1,3,-1,1,3,3,3,1,-1,2,2,2,3,0,3,1,1,3,1,2,2,2,-1,2,1,0,0,-1,1,0,2,3,1,1,3,1,3,1,1,-1,0,-1,2,2,0,0,0,0,0,96512.0,648,99476.0
1,1,3,1,2,2,0,3,3,1,-1,0,1,-1,1,0,2,1,1,0,2,2,3,1,2,1,3,3,0,-1,1,2,2,0,3,-1,0,2,3,2,-1,-1,0,0,1,2,0,0,0,-1,96291.0,615,99462.0
1,-1,-1,2,-1,3,0,2,0,3,1,2,-1,1,3,1,0,1,0,1,2,-1,2,0,1,2,1,2,1,-1,2,0,1,1,2,1,1,-1,3,0,1,2,0,3,0,-1,-1,0,2,0,96297.0,597,99466.0
-1,1,0,0,2,2,-1,1,-1,-1,2,-1,0,1,-1,2,-1,2,1,0,3,2,3,1,2,0,2,3,2,0,0,1,0,0,1,3,-1,3,1,3,2,-1,0,-1,0,0,3,3,0,1,96518.0,578,99502.0
2,2,0,2,2,2,0,3,1,0,0,0,0,3,1,3,1,0,-1,0,-1,-1,-1,-1,1,1,2,0,1,1,2,-1,1,1,1,2,2,1,0,3,2,0,2,-1,3,2,2,-1,2,-1,96162.0,590,99465.0
2,1,0,0,-1,-1,-1,-1,1,0,0,2,3,2,2,0,2,1,0,3,-1,0,3,2,-1,1,2,0,1,2,1,0,0,2,1,1,3,0,2,3,3,1,1,2,2,1,3,0,-1,0,96026.0,627,99452.0
2,0,3,2,2,0,-1,0,-1,1,2,0,1,3,2,1,2,0,3,2,1,2,0,0,2,2,-1,-1,1,1,1,0,1,0,2,0,0,-1,1,2,3,0,1,3,0,3,3,1,1,1,95846.0,645,99431.0
-1,2,1,0,-1,0,0,1,3,0,3,2,2,3,0,3,2,3,1,0,1,1,2,1,2,0,3,1,2,0,3,0,0,2,-1,3,3,1,2,1,2,2,1,2,1,0,-1,1,1,0,96033.0,668,99410.0
-1,3,1,3,3,3,-1,2,0,1,0,0,0,2,0,-1,0,1,1,2,2,2,0,1,0,0,3,2,1,1,0,1,2,0,2,3,2,2,-1,1,-1,1,1,2,0,2,0,-1,2,1,96123.0,641,99455.0
3,1,0,0,-1,1,1,3,1,0,3,1,2,1,-1,1,1,0,2,3,0,3,-1,2,2,1,2,0,0,2,3,1,1,0,3,1,3,2,3,-1,0,1,2,2,2,2,1,3,0,0,96029.0,665,99411.0
-1,1,0,1,1,-1,2,0,3,2,-1,0,-1,0,3,3,2,2,3,3,2,3,3,1,1,0,0,2,0,0,1,1,1,3,0,1,0,-1,1,-1,3,1,2,3,1,-1,1,1,0,1,96251.0,613,99452.0
2,1,3,1,2,-1,0,2,1,2,3,-1,-1,1,3,-1,3,0,1,0,1,0,-1,0,3,2,2,0,3,2,1,2,0,2,0,-1,0,1,1,1,2,0,1,-1,1,2,0,1,2,2,96378.0,631,99453.0
2,2,3,0,2,3,3,-1,3,1,2,3,-1,2,0,1,1,-1,1,1,0,2,-1,0,0,2,-1,2,1,3,0,0,1,3,0,0,-1,1,-1,-1,-1,2,1,0,3,2,3,2,0,0,96488.0,581,99487.0
2,0,1,-1,0,0,3,2,2,0,1,2,2,1,-1,0,1,2,3,0,0,0,2,3,1,1,3,0,1,1,0,2,-1,0,-1,-1,1,0,-1,0,2,2,1,1,2,3,2,0,-1,-1,96306.0,612,99466.0
3,-1,-1,1,0,1,2,2,0,1,1,0,2,1,1,1,0,0,0,0,3,3,2,1,1,0,3,1,2,2,-1,0,0,1,3,2,2,0,-1,-1,0,1,3,-1,-1,-1,-1,0,3,2,96169.0,604,99472.0
2,-1,1,0,0,2,1,3,2,1,-1,3,0,1,3,2,3,1,-1,0,3,2,2,2,2,3,3,1,2,-1,0,2,1,0,1,0,0,1,1,-1,1,-1,3,-1,0,2,3,2,3,0,96392.0,624,99452.0
0,0,1,0,0,2,0,0,-1,3,2,2,-1,-1,1,3,0,1,2,2,0,0,3,-1,3,1,1,1,2,3,2,0,2,1,2,-1,0,2,0,3,2,2,-1,3,-1,2,1,3,2,3,96384.0,619,99458.0
-1,2,0,2,1,2,-1,1,1,2,1,3,2,-1,2,1,0,1,0,1,2,1,0,0,2,-1,1,3,-1,0,-1,3,-1,1,3,1,1,2,2,0,0,0,1,3,-1,0,0,-1,0,2,96359.0,599,99486.0
0,3,3,1,2,0,0,1,3,0,-1,2,2,0,0,2,2,1,-1,3,3,1,3,3,2,1,-1,2,0,-1,0,0,2,0,1,1,2,2,2,0,0,0,1,2,1,3,0,1,3,3,96007.0,657,99419.0
2,0,1,3,1,1,3,3,-1,0,0,0,1,0,1,2,3,-1,1,3,-1,2,1,2,0,2,1,3,1,0,0,2,-1,2,3,-1,1,2,0,-1,2,2,0,3,1,1,2,2,1,2,96026.0,640,99437.0
3,1,0,-1,3,-1,1,3,3,1,1,1,0,0,3,2,-1,2,3,1,1,-1,0,2,2,2,1,3,3,0,1,2,2,2,1,3,1,0,2,2,0,2,2,3,1,0,0,0,3,0,96286.0,668,99417.0
-1,0,0,-1,1,0,-1,0,0,1,1,1,2,1,2,0,2,1,2,-1,1,-1,2,2,2,3,-1,0,2,-1,0,-1,-1,-1,-1,2,0,2,0,-1,0,-1,3,3,1,2,2,2,-1,0,96583.0,522,99548.0
2,0,0,-1,3,2,0,3,1,1,1,2,1,2,0,2,2,3,0,3,-1,3,0,0,-1,-1,2,-1,3,3,1,0,0,0,2,-1,2,1,-1,2,1,1,1,1,0,2,-1,3,3,0,96381.0,618,99477.0
2,2,0,1,1,1,-1,1,3,1,0,2,2,1,2,2,1,2,2,-1,1,0,-1,3,2,1,2,3,-1,3,3,3,3,0,2,2,3,1,2,0,0,-1,1,0,1,0,0,0,1,0,96255.0,653,99434.0
1,2,-1,2,1,3,-1,3,1,0,1,1,3,2,1,0,1,0,3,0,0,-1,3,2,0,-1,0,2,1,-1,3,-1,2,1,1,0,2,2,3,0,1,0,2,0,0,1,2,0,1,3,96136.0,636,99453.0
2,0,0,0,3,2,1,0,1,-1,3,1,2,1,2,1,1,1,3,-1,1,3,3,0,3,-1,0,2,-1,2,3,2,1,-1,2,0,1,0,0,1,0,2,3,1,-1,2,0,0,1,3,96402.0,645,99462.0
3,1,2,-1,2,0,2,1,-1,0,2,2,1,3,3,-1,0,3,0,-1,0,-1,3,2,-1,0,1,-1,2,2,0,0,1,1,0,1,0,1,3,0,1,1,2,1,-1,0,-1,1,1,3,96529.0,606,99494.0
-1,0,1,-1,0,3,2,2,-1,0,1,3,0,1,1,-1,0,1,2,1,3,1,0,2,2,2,-1,1,2,-1,0,2,-1,2,2,1,-1,1,3,2,0,0,0,-1,2,1,1,-1,0,0,96343.0,585,99499.0
1,1,1,0,-1,0,-1,0,0,2,2,-1,3,3,0,1,1,0,0,-1,3,0,2,2,3,1,2,0,0,0,1,2,1,3,1,3,2,0,0,2,1,2,3,2,-1,1,3,1,1,2,96037.0,655,99436.0
1,2,2,2,3,-1,1,0,3,-1,2,1,0,2,1,2,0,1,-1,2,0,1,2,1,2,-1,1,2,0,3,0,0,-1,3,3,1,0,0,2,1,0,3,1,-1,3,0,3,-1,2,2,96310.0,631,99446.0
3,0,2,2,0,0,-1,0,0,2,-1,2,3,1,3,1,1,1,3,0,1,2,2,-1,1,1,0,3,-1,2,0,1,-1,3,0,-1,2,1,-1,-1,1,2,2,1,3,3,0,1,3,1,96560.0,608,99482.0
-1,3,1,3,2,3,-1,0,-1,3,3,3,2,0,1,0,0,-1,2,0,2,0,2,2,2,2,1,1,0,0,3,0,2,3,1,1,1,0,2,0,-1,2,0,1,2,1,0,1,1,1,96285.0,648,99447.0
2,2,0,-1,0,2,1,2,0,1,2,1,0,-1,1,3,3,2,0,1,-1,0,0,-1,0,-1,1,1,3,2,1,1,0,3,3,3,1,2,3,3,2,0,0,2,1,0,-1,2,1,1,95976.0,636,99439.0
0,1,-1,-1,0,-1,2,-1,0,0,1,-1,3,2,-1,3,1,-1,0,-1,2,1,1,2,1,2,2,3,0,1,0,3,1,2,2,1,1,1,3,3,0,3,0,3,2,1,0,2,0,3,96448.0,617,99469.0
2,3,1,1,1,0,0,2,-1,3,0,0,2,3,1,1,0,0,1,-1,2,1,0,2,1,1,3,0,-1,-1,1,3,3,3,0,2,3,-1,3,0,1,0,0,2,1,-1,3,2,2,3,96155.0,637,99445.0
0,2,0,0,1,2,1,2,1,2,-1,-1,2,2,-1,1,0,2,1,-1,1,1,0,2,0,1,0,2,3,2,0,1,3,0,3,3,0,2,1,-1,0,3,-1,0,1,2,0,3,1,-1,96286.0,619,99464.0
2,3,2,2,1,0,-1,0,3,2,3,2,0,0,1,2,1,1,-1,-1,0,-1,1,2,3,3,2,0,2,1,1,1,1,1,-1,0,0,2,-1,0,2,2,2,1,3,2,1,1,1,0,96284.0,629,99436.0
0,1,-1,0,2,0,2,3,1,0,2,3,1,2,-1,3,1,0,0,2,3,1,2,0,3,0,1,3,1,-1,1,2,1,2,1,-1,-1,-1,2,0,1,-1,0,0,0,2,1,-1,0,1,96143.0,618,99447.0
3,0,0,-1,1,1,-1,-1,2,1,3,0,0,-1,2,-1,3,1,3,0,0,2,2,0,-1,1,2,3,3,-1,3,0,3,-1,0,3,0,0,1,2,1,1,1,2,0,3,1,2,1,2,96426.0,615,99482.0
1,-1,2,3,1,3,0,2,0,3,1,2,2,1,2,-1,1,0,1,2,1,-1,1,2,2,0,-1,3,2,-1,0,1,2,-1,0,0,1,-1,0,-1,3,-1,1,1,3,0,0,1,-1,-1,96559.0,569,99501.0
2,0,-1,0,2,-1,1,-1,0,-1,1,-1,2,3,1,1,2,1,3,1,2,0,2,1,1,0,0,2,2,3,0,1,3,1,1,3,3,3,0,0,2,3,1,2,2,-1,-1,3,-1,2,96496.0,622,99465.0
0,-1,2,3,1,2,2,0,1,3,0,1,0,2,3,3,1,0,-1,0,1,1,2,-1,3,2,1,3,3,2,2,1,-1,1,3,2,1,2,2,1,3,1,-1,-1,1,3,2,3,3,-1,96658.0,626,99452.0
3,2,2,1,2,1,0,2,0,1,-1,1,0,0,3,3,2,-1,1,1,1,0,3,-1,0,2,3,-1,3,3,2,0,0,2,-1,1,1,-1,-1,0,2,-1,2,2,1,1,2,2,1,2,96583.0,595,99463.0
3,2,2,0,-1,0,2,0,1,2,3,-1,1,-1,0,3,2,-1,0,1,0,1,1,3,-1,-1,1,0,0,1,3,3,1,2,2,0,3,1,1,2,2,2,2,3,0,1,3,2,0,-1,96488.0,624,99461.0
2,0,-1,0,1,-1,3,-1,0,1,2,3,3,1,0,1,0,1,1,-1,3,-1,2,-1,1,-1,-1,1,-1,3,-1,1,2,3,0,0,0,2,2,-1,1,0,0,0,2,1,1,1,0,1,96290.0,569,99505.0
0,3,0,2,1,2,2,1,2,0,-1,1,-1,0,0,1,2,3,2,3,1,2,0,-1,1,1,2,1,0,2,1,1,3,0,-1,0,1,0,1,2,-1,3,2,1,1,3,2,0,0,3,96115.0,643,99430.0
-1,3,0,0,0,0,0,-1,1,1,3,0,1,3,2,0,-1,0,3,3,0,2,2,0,-1,0,1,3,1,2,1,1,0,1,1,1,2,0,3,1,-1,-1,0,1,-1,2,2,3,2,1,96230.0,629,99464.0
1,2,-1,-1,2,0,0,2,3,-1,3,0,3,1,1,3,2,1,0,-1,0,2,0,2,-1,1,1,1,0,1,1,0,2,1,-1,-1,2,0,0,3,0,1,1,3,-1,2,0,2,3,2,96396.0,623,99476.0
2,-1,1,1,1,-1,2,3,-1,2,-1,3,2,2,-1,0,0,0,0,0,2,3,1,0,2,1,-1,2,3,1,2,2,3,1,-1,3,0,0,0,0,-1,1,2,1,1,-1,2,1,2,1,96545.0,580,99478.0
0,2,3,1,1,0,0,1,1,0,-1,0,3,2,0,2,2,-1,3,0,0,1,-1,1,1,2,2,0,-1,1,3,1,1,2,3,0,2,0,0,1,1,1,3,2,2,3,-1,1,0,2,95997.0,651,99439.0
1,0,0,-1,2,3,3,1,3,3,3,1,2,-1,2,3,0,2,2,-1,1,1,0,3,0,1,3,-1,1,-1,0,2,-1,2,3,-1,2,2,2,0,0,1,2,3,2,-1,1,2,0,1,96662.0,608,99469.0
1,2,1,2,-1,0,1,2,1,-1,2,3,3,-1,2,3,0,-1,2,3,2,0,-1,2,3,-1,-1,-1,0,1,2,0,1,2,0,1,-1,-1,-1,0,0,3,2,1,1,0,2,-1,2,1,96844.0,537,99519.0
