$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1,>>f2,>>f3
-1,2,-1,-1,3,0,3,2,1,0,3,2,0,1,-1,-1,2,1,3,3,2,2,0,-1,0,1,-1,3,-1,3,3,1,1,-1,3,1,-1,1,-1,0,0,1,0,-1,-1,0,3,0,2,2,95054.0,545,99561.0
3,2,0,-1,-1,-1,3,-1,0,1,3,1,0,3,1,1,1,2,2,0,1,1,2,0,-1,1,3,-1,-1,2,0,2,0,0,2,0,0,-1,-1,2,2,3,3,2,1,2,1,3,1,3,94439.0,589,99513.0
2,0,3,3,2,-1,2,-1,1,0,0,1,0,2,3,3,-1,2,0,1,1,3,0,3,2,0,-1,2,2,-1,1,1,0,0,0,3,-1,-1,1,-1,1,2,3,3,3,3,2,1,1,1,94716.0,614,99523.0
3,2,-1,-1,3,0,-1,2,1,1,-1,3,-1,2,0,0,1,3,1,-1,2,3,0,0,-1,3,-1,0,1,1,3,2,1,-1,0,1,1,2,3,2,1,0,2,0,0,1,2,-1,0,-1,94972.0,570,99570.0
0,-1,2,1,1,2,0,-1,2,-1,0,1,2,1,-1,-1,-1,-1,-1,3,2,3,2,1,1,3,0,2,1,3,0,2,0,2,3,1,2,0,-1,-1,2,3,1,0,3,0,-1,0,2,3,95191.0,567,99561.0
2,-1,1,0,0,2,-1,3,-1,-1,0,1,2,3,-1,0,3,-1,-1,2,2,1,1,-1,3,1,-1,1,0,3,0,2,1,3,2,0,3,-1,-1,3,1,2,3,1,2,-1,0,2,2,0,95279.0,547,99553.0
2,3,3,-1,-1,-1,3,-1,2,1,2,1,0,2,3,2,0,-1,-1,1,1,2,-1,-1,2,-1,3,0,1,1,0,-1,2,1,2,-1,-1,3,-1,1,2,0,1,1,0,0,2,0,0,3,95098.0,534,99562.0
2,3,-1,2,-1,1,-1,2,0,-1,-1,3,1,1,-1,3,2,2,3,1,3,0,-1,1,3,2,0,0,2,0,0,1,2,3,-1,1,1,3,1,0,-1,0,2,3,0,3,0,3,1,2,95084.0,592,99534.0
-1,-1,3,-1,1,1,2,0,2,-1,-1,1,2,2,2,3,0,0,1,3,2,0,1,-1,0,1,3,1,1,1,-1,2,3,-1,0,2,2,1,-1,0,2,2,-1,3,3,3,0,3,0,0,94744.0,567,99531.0
1,2,-1,3,-1,1,3,-1,3,3,3,2,1,-1,0,3,3,0,2,1,-1,0,3,0,-1,1,0,1,2,2,0,2,2,2,1,-1,1,-1,0,-1,-1,-1,3,0,0,2,0,-1,-1,0,95438.0,546,99595.0
0,3,1,1,0,-1,-1,2,2,1,-1,3,2,1,-1,3,2,2,0,0,2,1,0,-1,1,-1,-1,0,1,1,1,2,2,3,2,0,2,0,3,3,1,-1,0,-1,1,-1,-1,-1,2,2,94952.0,560,99552.0
3,2,-1,-1,2,-1,1,-1,-1,2,0,0,2,1,-1,2,2,0,3,-1,1,0,-1,1,-1,1,0,0,-1,2,0,1,1,1,-1,2,3,3,-1,2,0,1,-1,0,0,0,3,1,2,1,95034.0,538,99579.0
-1,3,1,1,1,3,0,-1,-1,-1,1,0,1,-1,-1,0,-1,1,0,3,-1,2,-1,0,2,3,2,0,1,2,2,-1,0,3,3,1,1,0,0,-1,-1,2,2,3,2,2,2,0,1,3,95083.0,557,99563.0
2,-1,-1,3,0,1,0,2,1,-1,-1,3,2,1,1,1,-1,3,0,3,2,1,3,0,2,2,0,2,-1,-1,-1,-1,0,-1,3,3,3,2,1,3,1,0,0,2,1,1,-1,0,2,-1,95270.0,551,99554.0
-1,1,3,2,-1,0,0,3,1,2,-1,0,0,1,-1,-1,-1,3,0,2,1,2,-1,0,0,2,2,1,1,3,2,-1,1,3,1,0,3,-1,3,1,0,3,3,0,0,-1,2,1,1,3,94953.0,569,99547.0
0,3,0,0,2,0,0,-1,1,2,0,2,0,-1,2,2,2,-1,3,1,1,-1,-1,1,1,1,2,3,-1,0,1,3,-1,2,-1,1,1,3,-1,-1,1,-1,2,0,0,1,2,3,1,3,94684.0,570,99535.0
3,-1,3,0,0,-1,3,2,0,0,1,3,0,-1,1,0,1,1,2,1,2,1,-1,-1,1,-1,-1,2,2,2,-1,0,1,-1,2,-1,2,3,-1,2,1,3,0,0,-1,-1,3,2,3,0,95177.0,544,99562.0
0,1,1,-1,0,1,1,0,1,0,3,3,3,1,0,2,2,0,2,0,1,-1,2,-1,1,2,0,2,1,2,-1,3,-1,-1,2,3,0,2,1,3,2,3,3,-1,0,1,3,-1,-1,0,94480.0,605,99521.0
-1,0,-1,2,1,2,-1,2,1,0,0,-1,3,1,2,1,1,3,-1,1,1,0,-1,0,2,3,3,3,3,2,-1,3,3,0,3,0,2,0,0,1,2,0,2,1,2,1,-1,3,1,-1,94685.0,596,99528.0
-1,-1,3,-1,3,2,0,-1,1,2,1,2,1,-1,0,2,1,1,1,0,0,-1,0,3,3,-1,3,1,3,0,3,3,-1,0,2,-1,2,2,0,-1,0,1,2,3,1,1,2,3,-1,1,95049.0,565,99561.0
2,0,1,1,3,0,0,0,-1,-1,1,0,2,3,-1,2,3,1,0,1,2,3,1,2,2,3,-1,3,3,3,0,0,1,-1,-1,-1,2,-1,3,2,2,-1,3,-1,2,2,1,0,1,0,94615.0,591,99534.0
2,3,2,3,-1,2,1,3,-1,3,3,1,1,1,1,-1,1,-1,0,0,2,3,3,-1,0,1,-1,1,0,-1,2,2,-1,2,1,-1,0,0,2,0,0,-1,1,-1,0,1,3,-1,2,0,94826.0,555,99546.0
1,0,1,1,-1,-1,1,3,1,1,3,2,-1,1,-1,2,1,1,3,2,-1,1,-1,3,3,2,-1,3,2,3,-1,3,3,-1,-1,0,0,0,3,0,0,2,2,0,-1,0,2,0,2,3,94920.0,566,99540.0
-1,2,0,1,2,3,1,2,2,0,-1,0,3,0,-1,3,3,1,0,-1,3,1,-1,0,3,-1,0,-1,3,-1,3,2,-1,0,1,1,1,0,2,2,0,1,1,0,1,2,3,2,1,2,94541.0,584,99533.0
-1,1,3,0,2,2,3,1,1,1,0,-1,1,2,1,-1,-1,0,3,0,-1,3,0,3,1,-1,2,2,2,0,2,3,0,2,3,3,1,1,3,-1,0,-1,2,2,3,0,3,0,2,-1,94686.0,602,99533.0
1,0,3,-1,1,0,2,1,2,0,2,2,0,3,-1,3,1,0,2,-1,2,3,2,0,-1,-1,2,3,1,3,-1,-1,2,2,1,0,1,-1,3,0,0,0,1,1,-1,1,0,-1,1,-1,94752.0,571,99550.0
0,2,2,2,0,-1,2,1,0,-1,0,3,0,1,0,1,-1,-1,-1,3,0,2,3,1,3,2,3,1,3,3,2,-1,0,1,0,3,3,-1,3,2,1,3,-1,2,0,2,1,1,2,-1,94968.0,596,99526.0
2,3,0,-1,0,0,3,1,2,2,0,0,-1,0,1,-1,1,2,-1,-1,2,-1,1,1,1,-1,0,-1,1,3,3,0,2,2,0,1,1,1,-1,2,2,-1,2,3,-1,0,2,3,3,3,94785.0,567,99544.0
-1,1,-1,0,3,0,2,2,1,0,3,2,3,0,1,3,3,-1,2,3,1,2,0,0,0,3,0,2,2,3,1,1,-1,1,2,-1,1,0,0,0,3,-1,-1,1,3,3,2,1,2,2,94605.0,619,99510.0
3,3,0,0,-1,0,0,0,-1,3,2,-1,3,2,0,2,0,1,1,2,0,-1,-1,1,-1,0,1,2,2,-1,-1,3,1,2,2,-1,1,1,-1,3,3,3,2,1,0,3,3,2,2,1,94798.0,581,99532.0
1,-1,1,3,0,-1,2,0,2,2,-1,0,3,0,3,3,1,3,2,0,3,-1,-1,-1,1,0,1,-1,1,0,0,2,2,2,0,2,3,-1,2,2,-1,-1,1,0,3,3,1,2,0,-1,94898.0,563,99551.0
1,2,0,1,3,3,2,-1,3,1,-1,0,1,-1,3,2,3,0,2,0,-1,-1,2,3,2,0,-1,0,1,1,-1,0,3,2,0,0,3,2,3,0,1,1,1,2,3,2,-1,1,-1,2,94698.0,596,99531.0
1,3,-1,0,3,3,-1,1,1,0,2,1,0,2,-1,2,-1,1,2,-1,-1,2,2,3,1,-1,3,3,2,1,1,2,0,3,1,3,2,1,0,2,3,2,-1,0,3,1,0,0,3,-1,95039.0,595,99542.0
1,3,2,2,0,1,-1,0,1,-1,1,0,0,1,2,2,2,1,-1,-1,-1,-1,3,0,0,1,1,0,3,3,3,2,3,3,-1,2,2,3,1,1,-1,3,0,1,2,-1,3,2,2,0,94729.0,600,99525.0
0,1,1,0,0,3,2,0,1,0,3,-1,3,0,-1,1,1,1,2,1,3,0,3,-1,2,1,1,3,-1,-1,2,1,1,-1,3,2,2,2,2,-1,-1,2,2,-1,0,0,3,0,-1,3,94771.0,598,99541.0
3,0,-1,-1,3,2,2,-1,1,1,2,-1,1,-1,-1,-1,2,1,3,1,2,3,1,2,-1,0,0,0,3,3,0,1,-1,1,-1,0,3,1,3,-1,-1,0,0,2,2,0,0,2,2,1,95203.0,567,99581.0
1,3,2,0,1,-1,2,3,0,3,0,3,0,3,1,3,3,0,-1,0,2,3,-1,1,2,3,2,1,-1,-1,1,1,2,3,-1,-1,0,0,2,0,2,2,2,1,0,1,2,0,-1,3,94716.0,612,99510.0
0,1,1,0,1,-1,1,2,-1,-1,2,-1,0,1,1,2,-1,-1,0,-1,1,2,3,-1,3,3,2,-1,3,3,0,2,1,0,3,2,0,3,0,2,-1,0,0,1,2,2,1,1,3,2,94906.0,598,99543.0
1,-1,0,2,1,1,0,1,-1,1,-1,-1,0,2,-1,2,-1,0,2,1,2,0,0,1,0,-1,-1,3,3,2,1,-1,2,-1,-1,3,0,-1,3,2,-1,2,2,0,3,0,1,1,0,1,94700.0,549,99577.0
2,-1,0,-1,-1,3,1,1,0,0,-1,-1,-1,2,0,2,1,1,0,3,1,2,-1,2,-1,0,0,2,3,0,3,2,1,2,0,3,0,1,-1,3,0,-1,1,-1,-1,3,-1,1,-1,2,95235.0,531,99597.0
0,-1,-1,0,3,1,3,3,0,2,-1,0,1,1,3,1,1,0,2,3,2,-1,1,0,2,-1,3,2,0,1,2,1,0,-1,0,-1,2,-1,2,1,-1,3,0,3,2,1,3,1,2,-1,95058.0,582,99555.0
1,1,2,3,0,-1,0,0,1,3,0,3,-1,0,3,1,-1,0,2,2,2,2,3,-1,-1,2,1,3,1,3,-1,3,1,1,2,-1,3,0,0,0,0,2,1,0,2,1,3,2,3,-1,94705.0,620,99518.0
1,1,0,3,-1,0,3,0,1,3,-1,1,-1,0,0,2,3,2,0,1,3,3,0,1,2,1,1,2,3,-1,-1,1,2,0,3,0,1,2,0,0,1,2,2,2,3,2,1,-1,3,3,94086.0,632,99488.0
1,1,-1,1,3,2,3,3,-1,-1,2,2,0,3,-1,-1,1,-1,2,0,1,0,0,2,-1,1,1,0,2,3,0,-1,1,2,0,2,1,-1,2,0,3,3,3,1,-1,-1,1,2,-1,-1,95478.0,551,99595.0
0,-1,2,0,1,-1,0,0,0,2,-1,0,2,2,2,-1,0,3,3,-1,-1,1,-1,3,2,-1,0,-1,1,3,2,1,1,1,-1,3,2,2,0,1,1,3,3,1,-1,1,2,2,3,3,95128.0,564,99554.0
1,0,1,2,-1,0,-1,3,0,3,0,2,-1,-1,-1,1,-1,2,2,1,2,2,3,1,-1,1,-1,3,0,-1,0,1,0,-1,-1,-1,-1,1,2,1,2,0,1,0,0,0,2,-1,2,2,95155.0,536,99585.0
-1,2,-1,-1,-1,3,-1,0,1,-1,1,1,0,1,0,2,3,3,1,3,-1,1,-1,3,-1,0,3,1,0,2,3,0,3,-1,3,3,0,0,0,-1,0,2,2,-1,2,0,1,1,1,2,94976.0,547,99560.0
2,1,1,0,3,3,3,3,2,2,0,3,1,-1,0,1,1,-1,-1,1,2,-1,3,2,-1,1,-1,-1,2,0,1,-1,2,1,2,0,3,0,0,2,0,3,3,2,2,3,0,0,0,1,94367.0,618,99502.0
0,-1,1,1,-1,2,-1,-1,-1,0,-1,2,1,1,-1,0,2,1,0,2,3,3,0,1,3,2,2,3,2,-1,0,1,2,2,2,3,0,3,2,0,1,0,1,-1,0,-1,0,-1,1,1,94688.0,563,99554.0
0,1,1,3,2,1,0,3,3,2,1,1,3,0,0,1,2,1,-1,3,-1,-1,3,-1,0,0,2,-1,-1,2,2,3,3,2,2,-1,3,-1,0,2,1,-1,3,0,2,0,2,0,1,1,94430.0,586,99504.0
0,1,3,3,2,-1,1,1,-1,-1,1,1,2,-1,0,-1,-1,1,0,0,0,3,0,1,3,3,2,3,2,1,-1,3,-1,2,1,0,0,2,3,-1,0,2,3,1,2,-1,3,2,-1,2,94886.0,584,99549.0
3,1,3,2,0,3,1,3,2,-1,3,3,0,3,0,2,-1,1,2,-1,0,-1,0,1,3,0,0,2,3,2,3,-1,1,1,2,1,2,1,2,-1,1,1,2,1,0,2,3,0,-1,0,94743.0,636,99519.0
1,-1,3,3,0,-1,2,0,-1,-1,1,2,2,-1,2,2,-1,3,2,0,-1,3,0,1,1,1,0,1,2,3,3,-1,0,0,0,1,0,-1,2,-1,0,3,1,0,1,2,3,2,0,1,94391.0,589,99527.0
2,1,3,-1,3,2,3,0,-1,3,2,0,0,2,1,3,2,1,0,3,-1,1,3,0,1,3,1,0,1,2,0,2,-1,0,2,1,-1,3,-1,0,0,-1,-1,2,2,0,3,2,2,1,94357.0,614,99496.0
0,1,2,-1,2,0,1,-1,3,3,1,2,3,1,2,3,1,1,1,0,-1,-1,-1,0,0,-1,3,2,3,2,3,-1,0,0,2,1,0,-1,2,2,3,-1,3,-1,3,2,-1,1,-1,0,95155.0,548,99565.0
-1,3,-1,3,-1,2,2,0,-1,-1,1,0,2,3,1,-1,-1,-1,0,-1,1,0,0,3,3,-1,0,0,2,2,3,2,-1,-1,2,0,2,1,1,-1,0,2,-1,2,-1,0,2,-1,0,2,95285.0,500,99614.0
1,1,1,-1,1,3,-1,3,2,1,2,1,1,0,0,-1,2,0,-1,0,3,-1,0,2,0,2,-1,1,0,1,-1,0,2,-1,2,-1,2,3,-1,2,1,-1,0,-1,2,2,0,0,2,2,94605.0,548,99543.0
-1,2,-1,3,1,0,-1,3,-1,0,0,2,0,1,-1,0,-1,3,-1,2,2,3,-1,1,2,2,1,0,1,2,0,1,-1,3,3,-1,1,-1,1,2,1,3,3,1,0,1,-1,-1,3,1,95386.0,536,99573.0
2,3,3,0,3,1,0,2,0,3,1,-1,-1,3,1,2,1,-1,-1,0,2,3,1,0,1,-1,2,1,3,3,3,3,0,2,2,-1,-1,2,0,2,0,-1,1,0,-1,1,0,-1,1,2,94926.0,593,99545.0
3,-1,2,-1,0,1,0,2,3,0,3,2,-1,1,1,-1,1,3,3,1,3,0,2,3,1,-1,0,1,-1,2,2,0,0,2,0,3,2,-1,-1,1,2,0,1,3,2,1,2,3,0,0,94473.0,598,99508.0
3,-1,1,-1,0,0,-1,1,-1,1,3,0,2,3,1,-1,-1,0,2,2,1,0,2,2,-1,3,-1,2,3,1,3,3,-1,-1,0,-1,1,0,0,1,0,3,-1,0,0,3,1,1,2,2,94850.0,549,99561.0
2,1,-1,1,1,0,2,-1,-1,1,2,3,0,-1,3,-1,3,-1,2,3,2,1,-1,-1,-1,-1,2,0,3,0,1,1,2,3,3,-1,1,1,3,0,2,-1,3,3,2,0,0,0,-1,2,95702.0,545,99596.0
-1,-1,1,0,1,1,3,1,1,0,-1,0,2,-1,1,-1,2,1,0,2,3,2,2,-1,2,-1,3,-1,0,1,0,2,-1,3,0,3,1,1,3,0,2,0,2,1,-1,2,0,3,3,3,94819.0,581,99529.0
2,-1,0,0,-1,2,0,1,1,3,2,1,2,3,3,-1,2,3,3,-1,2,-1,3,-1,0,1,0,2,1,-1,1,-1,0,2,0,3,0,2,-1,0,0,-1,1,0,3,1,2,-1,-1,2,95108.0,552,99567.0
-1,0,-1,2,1,3,1,1,3,1,2,2,2,-1,3,-1,0,0,1,0,3,3,0,3,0,0,0,0,3,2,-1,3,1,1,1,2,2,2,1,0,3,2,-1,-1,2,-1,1,0,2,1,94357.0,613,99518.0
1,-1,3,-1,3,2,0,0,-1,1,-1,2,3,0,2,0,0,2,-1,0,-1,-1,2,3,3,0,2,2,1,3,0,1,1,-1,1,0,1,0,3,2,1,2,1,2,1,1,3,-1,-1,-1,94827.0,572,99552.0
2,-1,-1,3,0,1,1,0,2,-1,1,0,0,1,1,1,3,-1,3,-1,3,-1,2,0,2,0,1,0,2,3,2,-1,1,3,0,0,3,-1,0,2,3,3,2,3,3,2,1,2,0,-1,94872.0,593,99545.0
0,3,2,1,-1,0,2,-1,-1,2,1,-1,0,2,0,-1,0,3,1,2,0,3,-1,1,3,0,3,-1,0,0,1,3,1,-1,1,-1,1,2,3,-1,1,3,3,-1,-1,-1,1,1,1,0,95246.0,550,99581.0
1,1,0,3,-1,1,2,0,-1,0,0,1,2,2,3,3,-1,3,2,0,2,3,3,3,1,-1,1,0,2,1,1,2,3,0,1,2,1,3,2,0,0,-1,-1,-1,0,1,0,2,0,3,93937.0,634,99491.0
-1,-1,-1,1,1,2,3,2,1,2,3,1,0,1,-1,2,0,0,2,0,2,2,0,-1,-1,3,3,2,1,3,3,0,0,0,-1,3,3,-1,2,0,1,-1,1,3,2,1,0,-1,0,3,94884.0,583,99549.0
1,3,1,0,0,2,-1,1,1,3,2,1,1,1,3,1,2,2,2,-1,0,-1,0,2,2,0,0,3,-1,1,0,-1,3,0,0,3,2,3,3,3,-1,3,0,2,2,1,1,-1,2,2,94466.0,628,99493.0
1,3,2,2,-1,3,-1,-1,-1,-1,2,2,0,2,2,-1,-1,0,-1,-1,0,1,1,-1,3,2,3,0,1,1,0,0,0,2,-1,0,0,1,1,2,3,-1,-1,2,1,1,-1,3,0,3,95238.0,525,99579.0
0,-1,-1,3,2,1,0,-1,2,1,0,-1,3,-1,-1,0,2,2,3,1,2,2,-1,3,-1,-1,1,0,-1,0,1,3,1,-1,0,3,2,0,1,3,-1,1,1,2,0,2,-1,0,2,-1,95467.0,535,99604.0
2,1,0,3,3,2,1,2,0,2,-1,2,-1,2,1,3,2,3,-1,3,2,3,0,1,3,-1,0,-1,0,3,0,-1,0,-1,2,1,2,-1,0,1,-1,2,0,1,3,3,3,0,2,1,94877.0,597,99522.0
1,2,3,2,0,0,3,1,1,1,-1,3,3,3,2,-1,0,3,1,1,3,-1,2,3,2,0,2,0,-1,0,2,0,-1,3,0,2,0,2,0,1,1,3,1,-1,-1,0,1,0,2,1,94330.0,627,99491.0
-1,3,3,1,-1,1,0,-1,1,2,2,1,2,3,0,3,3,-1,2,3,2,0,3,-1,0,2,2,1,1,-1,3,0,2,0,0,1,3,-1,0,0,0,-1,-1,-1,0,-1,0,2,2,1,95044.0,555,99551.0
0,1,2,-1,3,0,1,-1,1,-1,1,2,3,-1,3,-1,0,2,-1,3,-1,3,0,1,1,2,2,-1,-1,3,1,2,-1,0,2,2,3,2,2,0,-1,0,3,3,-1,1,1,-1,2,3,95343.0,536,99557.0
3,3,2,3,2,0,-1,0,0,3,1,0,0,1,-1,-1,-1,3,2,2,-1,-1,3,0,1,0,1,1,1,-1,3,2,0,2,1,-1,1,3,2,0,-1,2,-1,0,1,2,0,3,2,2,94902.0,571,99543.0
1,-1,-1,1,-1,3,2,-1,1,2,-1,2,1,1,2,3,-1,0,-1,0,0,1,-1,3,0,-1,1,2,1,3,0,2,-1,2,3,0,-1,3,0,3,0,2,2,1,-1,0,2,0,3,2,95236.0,550,99575.0
1,-1,2,-1,3,3,2,3,0,0,1,0,0,1,3,3,1,-1,3,-1,0,2,0,1,0,0,3,1,0,2,3,2,2,-1,0,2,1,1,-1,3,0,2,-1,2,1,3,-1,1,2,1,94615.0,611,99516.0
-1,1,0,1,3,0,1,1,3,2,-1,3,0,0,2,2,1,1,-1,2,1,-1,0,2,-1,2,3,-1,0,-1,0,1,-1,-1,2,-1,0,0,3,3,2,1,2,0,2,-1,2,3,-1,1,95022.0,553,99570.0
1,-1,2,1,1,3,0,1,1,2,-1,2,3,0,1,-1,0,3,0,2,2,0,1,-1,-1,0,0,2,0,2,0,-1,0,3,-1,3,0,-1,-1,1,-1,1,3,3,2,-1,2,3,1,3,95090.0,573,99551.0
0,1,3,2,2,3,3,0,-1,2,0,2,1,1,0,-1,0,1,3,3,1,3,2,-1,0,0,3,1,0,2,-1,1,0,3,-1,2,1,-1,-1,2,-1,2,3,-1,3,1,-1,3,2,1,94777.0,599,99514.0
0,0,3,3,-1,2,3,3,1,1,0,-1,1,2,-1,3,1,-1,0,2,2,0,-1,2,0,1,0,1,1,-1,1,2,0,3,1,0,3,-1,-1,1,3,2,2,1,2,0,1,2,-1,-1,95019.0,580,99556.0
-1,0,2,0,3,1,3,0,3,0,0,1,3,2,2,-1,2,-1,-1,3,-1,3,-1,-1,1,1,1,0,-1,-1,1,-1,1,-1,-1,1,-1,0,2,2,0,3,3,1,2,1,0,2,2,-1,95045.0,522,99563.0
1,3,0,3,2,1,2,0,2,-1,2,2,-1,0,-1,-1,-1,3,0,3,3,-1,2,2,0,0,3,0,0,0,-1,0,3,3,1,1,2,-1,-1,2,3,3,-1,1,3,1,1,0,1,2,95009.0,569,99547.0
1,-1,-1,0,0,-1,0,-1,-1,1,1,1,2,3,2,0,-1,-1,2,0,2,1,2,-1,-1,3,0,2,0,2,3,0,3,1,2,0,3,-1,1,2,3,1,-1,2,3,1,0,1,1,2,94985.0,567,99567.0
-1,1,2,1,-1,0,-1,-1,3,1,2,0,2,2,0,0,3,0,1,3,3,-1,2,-1,-1,0,-1,1,2,3,-1,2,0,0,0,1,1,-1,1,1,-1,2,0,2,0,2,-1,1,2,3,94752.0,544,99552.0
0,0,2,-1,1,-1,2,-1,-1,-1,1,0,0,1,-1,3,2,3,3,2,1,3,2,2,1,0,1,3,3,0,2,1,0,-1,0,3,1,-1,-1,1,3,2,1,-1,-1,0,-1,2,1,2,94914.0,564,99554.0
94005.0,94864.5,95694.0
456,572.0,647
99477.0,99546.0,99635.0
