$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1,>>f2,>>f3
2,-1,3,1,2,1,-1,0,1,0,1,0,0,1,1,1,0,2,2,0,1,-1,2,2,2,3,1,2,0,0,-1,2,1,2,0,0,1,-1,-1,0,0,-1,0,3,0,3,3,-1,1,-1,96515.0,633,99471.0
-1,3,-1,3,1,2,0,2,-1,-1,1,2,2,2,-1,3,1,-1,-1,1,1,3,2,1,0,2,-1,2,0,2,1,2,1,2,0,2,-1,0,0,2,1,3,0,0,-1,-1,1,0,-1,1,96941.0,577,99517.0
2,-1,2,1,0,2,0,1,3,-1,-1,1,2,1,2,3,2,3,2,2,0,0,1,0,0,0,-1,2,-1,3,1,3,3,3,1,0,1,0,2,0,2,0,2,-1,-1,-1,3,0,0,1,96633.0,644,99446.0
-1,1,-1,2,1,0,-1,2,2,2,-1,3,0,3,2,1,2,0,-1,-1,0,0,0,-1,-1,0,2,0,2,-1,1,1,0,1,2,-1,0,0,3,2,1,1,0,2,-1,0,3,1,-1,1,96636.0,576,99502.0
1,0,3,2,2,1,1,2,2,3,0,-1,1,3,1,0,0,2,2,-1,0,2,0,1,0,1,3,3,3,0,1,1,-1,-1,0,-1,0,-1,0,2,1,-1,1,1,-1,0,-1,3,1,2,96514.0,624,99454.0
0,3,0,2,1,1,1,2,0,0,3,-1,-1,0,0,2,2,2,0,2,3,-1,3,3,3,3,0,0,1,-1,1,2,2,1,-1,2,0,-1,1,3,1,2,0,1,1,3,0,0,2,3,96239.0,679,99410.0
0,1,3,-1,3,1,2,1,2,-1,2,1,0,3,-1,2,-1,3,1,2,0,2,0,3,2,0,-1,1,1,3,0,1,3,3,0,0,2,0,2,1,2,3,2,0,0,-1,0,2,1,-1,96472.0,637,99443.0
2,3,0,0,0,2,-1,3,2,1,1,-1,3,3,3,0,3,0,-1,1,2,0,2,3,2,0,0,1,3,3,0,1,2,2,0,2,3,2,1,0,1,3,3,2,1,2,1,0,2,0,96198.0,711,99374.0
1,0,1,1,1,1,1,0,2,2,-1,1,0,1,2,0,0,2,1,3,1,2,-1,0,3,2,2,1,2,3,0,0,3,3,-1,0,3,3,-1,2,0,1,-1,-1,0,-1,1,0,0,3,96404.0,665,99434.0
-1,-1,3,3,0,-1,0,2,-1,-1,-1,1,1,0,3,-1,0,2,1,-1,2,0,2,-1,1,0,0,2,0,-1,-1,-1,0,2,0,0,2,0,2,1,3,3,3,1,0,-1,2,-1,1,1,97092.0,550,99544.0
0,2,-1,1,0,0,2,2,1,1,0,0,-1,2,0,-1,0,3,3,0,0,1,2,3,-1,1,2,2,0,1,2,2,2,2,0,2,3,0,1,0,2,-1,1,3,-1,-1,-1,1,1,1,96359.0,644,99432.0
0,3,2,0,1,2,3,1,1,0,1,-1,-1,0,2,3,0,2,2,3,-1,2,1,2,1,2,0,0,1,3,2,1,1,0,2,2,1,0,0,1,1,3,0,2,1,3,2,0,2,0,95907.0,707,99366.0
2,0,1,1,0,3,1,-1,0,0,2,0,-1,3,3,-1,-1,3,1,3,1,3,1,3,3,0,2,3,1,-1,2,2,2,1,2,1,0,-1,0,0,2,0,3,0,-1,1,3,-1,1,0,96557.0,640,99453.0
0,1,0,0,1,2,1,0,0,-1,-1,1,-1,1,2,-1,0,2,3,1,2,0,1,2,0,-1,-1,0,0,2,3,3,3,1,2,-1,2,3,2,2,-1,0,1,3,3,1,2,0,-1,0,96539.0,601,99453.0
1,3,1,3,-1,1,1,2,2,-1,2,0,2,3,2,0,-1,3,0,0,-1,1,1,0,0,1,-1,3,0,2,3,0,3,3,-1,0,-1,1,0,-1,-1,1,3,0,1,2,3,1,3,1,96559.0,614,99431.0
0,0,2,1,3,1,3,1,2,1,3,2,-1,2,0,3,3,-1,2,3,-1,1,2,-1,3,-1,-1,0,2,0,1,-1,0,1,2,2,2,0,2,0,1,-1,2,1,1,1,0,2,1,0,96385.0,622,99437.0
1,0,1,1,-1,-1,3,0,-1,3,0,0,-1,2,0,2,0,1,1,3,0,2,2,2,3,0,2,3,1,-1,-1,1,3,3,-1,3,0,2,0,2,1,2,0,-1,0,2,3,1,-1,0,96365.0,633,99441.0
0,0,3,2,3,2,1,0,1,2,3,-1,0,2,-1,0,-1,2,-1,-1,0,2,1,-1,0,2,0,2,0,0,1,2,1,1,0,2,2,1,2,2,0,1,1,0,1,-1,1,1,0,1,96232.0,643,99444.0
2,2,0,1,2,0,0,1,1,0,0,3,3,-1,-1,2,1,2,-1,-1,0,2,3,-1,1,0,2,2,1,2,-1,3,1,2,2,2,1,0,0,2,0,-1,-1,0,2,3,1,3,0,1,96569.0,643,99465.0
1,0,-1,-1,3,3,0,3,2,2,2,-1,2,-1,1,2,0,2,3,3,3,1,1,1,0,2,1,3,2,3,-1,0,3,0,1,0,2,2,0,3,3,0,2,3,1,0,3,1,2,2,96554.0,688,99410.0
0,-1,3,0,0,2,3,-1,3,2,1,-1,2,3,2,1,1,1,1,3,0,0,0,-1,3,1,0,1,3,2,1,-1,3,-1,2,2,2,1,3,0,-1,3,0,0,0,2,3,1,1,0,96411.0,650,99428.0
0,2,0,3,2,2,-1,1,-1,0,-1,3,1,0,3,2,1,0,-1,3,1,0,2,2,2,0,-1,2,2,1,0,-1,1,3,1,3,1,2,1,0,1,2,3,1,3,1,3,0,0,-1,96535.0,636,99439.0
2,1,2,1,-1,3,1,-1,0,2,-1,3,1,3,0,2,-1,2,0,0,0,0,2,0,1,-1,1,-1,1,0,3,2,1,3,0,0,1,3,2,-1,2,2,2,1,2,2,2,1,3,0,96366.0,645,99424.0
2,2,2,0,3,0,0,3,3,0,-1,3,1,3,2,1,2,0,0,-1,-1,1,2,2,-1,3,0,1,0,1,-1,2,1,3,-1,2,0,2,2,0,3,0,0,3,1,1,2,-1,3,3,96552.0,655,99426.0
-1,2,2,0,-1,1,1,-1,1,0,-1,2,3,1,3,-1,3,2,1,0,3,-1,3,0,3,1,2,-1,1,1,0,2,-1,0,-1,3,0,2,0,0,2,1,2,1,1,-1,2,-1,0,-1,96852.0,579,99507.0
2,2,3,2,0,1,-1,-1,2,2,-1,2,-1,1,-1,3,1,1,0,2,0,2,3,3,2,3,3,2,-1,2,2,0,2,3,1,-1,2,-1,0,1,0,1,0,1,1,3,0,-1,1,1,96698.0,611,99458.0
0,1,-1,1,0,-1,3,-1,1,3,3,1,2,0,1,0,1,-1,0,2,1,2,1,-1,0,3,2,0,3,0,0,-1,1,2,3,2,1,1,0,0,2,-1,0,0,3,1,3,-1,-1,0,96410.0,624,99462.0
3,2,-1,2,0,2,2,-1,1,1,1,2,1,3,0,1,2,-1,0,3,-1,1,2,2,2,1,0,3,3,1,0,2,-1,-1,2,3,1,-1,0,-1,0,0,1,3,2,2,3,1,0,1,96546.0,633,99435.0
1,1,0,2,3,0,1,0,3,0,1,1,2,2,2,3,0,2,3,1,3,1,1,1,-1,0,2,-1,1,-1,0,3,2,1,1,2,0,2,-1,-1,-1,0,0,0,0,2,0,0,2,2,96031.0,675,99407.0
1,0,2,0,-1,3,-1,1,0,-1,2,3,1,1,1,3,2,2,-1,0,0,2,0,0,2,0,-1,0,3,2,-1,3,2,1,2,1,3,1,3,1,0,0,2,0,-1,-1,2,1,2,0,96460.0,637,99447.0
3,2,2,2,1,0,0,0,2,2,0,0,3,1,1,3,1,2,-1,-1,2,3,0,3,0,2,2,3,3,3,2,-1,-1,-1,0,-1,0,-1,0,-1,2,2,0,1,-1,1,1,1,-1,3,96748.0,596,99477.0
0,0,2,1,3,-1,1,2,3,0,1,3,0,3,0,-1,2,2,1,-1,-1,0,1,2,2,0,0,3,0,2,3,2,0,2,1,0,1,2,1,-1,2,2,0,3,1,-1,3,1,2,0,96162.0,662,99405.0
0,2,-1,1,-1,1,1,1,-1,0,0,0,2,2,1,-1,3,2,2,0,-1,2,2,-1,2,2,0,3,2,-1,0,2,0,1,0,1,0,3,2,2,1,-1,2,0,0,0,1,3,3,-1,96376.0,617,99456.0
0,1,1,-1,2,0,3,3,-1,3,0,3,1,1,3,3,2,-1,1,1,0,1,0,2,3,2,0,-1,-1,2,-1,0,2,1,0,-1,1,1,2,0,3,0,0,1,1,-1,1,2,1,2,96454.0,633,99456.0
2,1,3,0,-1,2,-1,0,0,0,3,0,2,1,0,2,2,1,2,3,0,0,1,0,-1,2,0,1,3,2,1,1,-1,1,-1,-1,1,2,3,-1,-1,2,0,2,1,2,2,1,1,2,96129.0,635,99409.0
3,-1,2,-1,2,2,2,0,0,1,1,0,0,-1,2,2,3,1,2,2,3,1,2,-1,3,3,0,1,2,0,1,-1,0,3,1,1,0,1,2,3,3,1,0,2,2,0,0,3,1,3,96330.0,679,99410.0
-1,-1,1,-1,1,2,3,1,-1,-1,3,3,0,3,3,1,2,1,2,3,0,0,1,1,0,0,3,0,2,-1,0,3,3,0,3,1,-1,-1,1,0,0,2,0,0,2,3,2,-1,3,0,96735.0,632,99470.0
2,-1,2,2,0,2,0,2,1,1,-1,2,-1,-1,0,-1,-1,0,1,-1,1,2,1,2,1,3,3,0,3,-1,2,1,0,1,0,2,2,3,-1,0,1,2,1,2,2,1,3,1,0,2,96587.0,619,99458.0
1,2,2,1,3,1,1,0,-1,-1,1,0,0,0,0,0,3,0,3,0,2,2,2,2,1,1,2,1,2,3,0,3,-1,1,0,0,-1,2,0,3,1,2,2,0,1,1,3,-1,-1,2,96346.0,663,99426.0
-1,1,2,-1,1,0,1,3,2,1,0,1,0,3,1,0,-1,1,0,2,2,-1,2,-1,0,3,2,0,-1,1,0,3,2,0,3,3,0,2,2,0,0,-1,2,0,-1,1,2,1,2,1,96387.0,640,99448.0
-1,0,-1,1,-1,-1,3,-1,0,-1,-1,-1,1,0,2,0,1,1,1,2,2,2,0,-1,1,-1,-1,0,2,1,0,0,3,-1,1,2,2,2,0,3,3,2,1,2,0,1,0,0,-1,3,96680.0,555,99500.0
3,1,3,2,0,3,2,1,2,1,3,2,0,3,2,-1,3,1,2,0,3,1,0,3,1,2,2,-1,-1,2,0,1,0,0,1,1,2,2,1,1,2,1,0,1,1,1,2,-1,-1,0,96303.0,675,99408.0
-1,0,0,1,2,0,2,1,1,1,3,3,1,1,0,2,0,2,3,0,0,2,2,3,0,-1,0,1,-1,-1,3,3,-1,2,2,2,1,1,1,1,1,2,3,3,-1,0,1,-1,0,3,96632.0,661,99431.0
3,1,-1,1,0,3,3,0,1,1,1,2,0,2,0,1,-1,-1,2,2,-1,2,2,3,-1,-1,2,2,0,1,1,-1,1,2,2,1,2,-1,0,0,0,0,2,-1,1,-1,0,0,0,0,96419.0,602,99461.0
1,2,2,2,1,1,3,0,0,0,-1,0,2,2,1,3,1,2,0,-1,0,0,2,0,1,-1,1,2,-1,2,-1,1,-1,0,1,0,2,1,0,-1,0,1,2,2,2,3,-1,1,1,-1,96379.0,613,99458.0
2,0,0,-1,-1,2,-1,-1,2,0,0,2,0,3,3,1,3,1,0,0,1,1,1,0,1,0,3,1,2,2,2,3,3,2,0,3,2,1,2,1,1,-1,1,0,1,0,-1,1,-1,2,96267.0,646,99415.0
1,2,-1,1,2,2,1,2,0,2,0,-1,0,0,1,1,3,-1,1,-1,-1,-1,1,3,-1,1,1,0,3,0,3,0,2,3,3,1,0,-1,0,1,0,3,1,3,2,0,2,0,0,2,96363.0,638,99439.0
2,0,0,2,0,0,0,1,-1,2,0,3,3,1,1,2,0,1,2,-1,0,0,1,2,-1,-1,1,3,2,2,1,1,0,0,-1,3,0,2,1,-1,2,3,0,2,2,-1,1,1,-1,-1,96248.0,617,99442.0
-1,-1,2,-1,3,1,0,0,1,2,-1,3,2,3,-1,2,3,-1,2,1,-1,1,0,3,2,3,2,1,3,-1,2,-1,1,1,1,0,2,-1,0,1,0,2,3,0,1,0,3,3,1,2,96916.0,607,99482.0
3,0,1,0,2,2,2,0,1,-1,2,1,1,2,-1,0,3,1,0,2,0,3,0,3,2,1,0,2,0,1,3,-1,3,2,3,3,-1,0,1,3,1,3,0,1,0,2,2,1,0,2,96260.0,693,99403.0
2,3,3,2,1,2,1,2,2,2,3,3,1,-1,0,1,3,2,0,0,3,-1,0,0,0,1,0,1,3,1,0,2,2,0,2,0,3,2,-1,1,-1,1,2,0,-1,3,3,3,1,1,96422.0,690,99405.0
2,1,2,0,2,2,3,1,-1,0,0,1,1,0,-1,3,1,2,0,1,1,1,0,1,0,0,-1,1,2,0,3,2,2,0,3,0,0,2,1,-1,3,-1,-1,2,-1,2,-1,2,-1,0,96443.0,624,99461.0
1,1,3,2,3,1,1,0,1,1,2,-1,1,-1,0,2,2,2,2,3,3,1,0,1,0,3,-1,0,2,0,1,0,3,1,2,1,0,-1,2,0,-1,2,3,2,0,0,2,2,-1,3,96303.0,666,99409.0
0,0,0,-1,0,0,0,-1,3,3,2,1,2,1,2,2,3,-1,2,1,1,-1,1,2,0,1,1,2,3,1,0,-1,0,1,1,0,0,3,2,1,2,0,0,3,2,2,3,0,1,2,96212.0,678,99417.0
2,0,-1,2,3,0,1,0,3,1,-1,0,2,3,2,3,0,3,-1,1,-1,0,2,3,0,1,-1,3,2,2,0,0,3,-1,0,1,2,0,2,3,1,-1,3,1,0,1,3,1,2,1,96493.0,647,99424.0
2,2,2,0,3,1,3,1,-1,2,2,3,1,3,1,3,1,2,2,3,3,-1,0,2,1,0,1,0,1,3,0,2,-1,1,2,0,-1,2,0,1,2,0,1,3,2,0,3,0,-1,0,96385.0,682,99412.0
2,0,0,2,3,0,3,3,1,2,1,2,-1,3,0,0,2,2,2,1,2,2,-1,0,3,-1,2,1,0,-1,-1,3,1,1,1,0,2,0,2,3,0,1,1,-1,1,1,3,1,2,0,96343.0,673,99418.0
2,2,-1,1,0,0,0,-1,1,2,-1,1,-1,0,1,0,-1,-1,2,2,-1,3,2,1,2,1,-1,3,0,1,0,-1,2,2,1,2,1,1,2,0,-1,1,3,1,0,2,0,3,2,0,96578.0,589,99462.0
2,2,3,0,0,2,0,0,2,2,1,3,2,-1,2,1,2,-1,3,0,1,-1,2,1,1,1,0,2,0,0,1,1,2,0,-1,1,3,1,2,0,1,0,2,1,0,-1,0,2,-1,-1,96354.0,654,99429.0
-1,-1,-1,1,0,0,0,0,0,1,3,3,1,2,1,1,-1,1,-1,2,0,-1,1,0,1,0,-1,-1,0,0,1,2,2,0,0,-1,0,3,2,2,2,2,-1,3,0,2,-1,-1,1,3,96876.0,578,99514.0
3,2,2,1,2,-1,2,3,0,2,0,2,2,1,3,3,2,-1,1,3,0,3,3,0,0,3,1,0,2,1,2,-1,1,-1,0,3,2,2,0,0,0,1,2,1,0,3,2,1,0,0,96264.0,694,99383.0
1,2,-1,-1,-1,0,3,0,2,-1,2,-1,-1,1,2,2,0,2,0,2,1,1,3,1,2,2,1,-1,1,1,1,3,-1,2,1,2,0,1,0,0,-1,1,0,-1,0,0,0,1,1,0,96373.0,601,99459.0
1,0,1,0,2,2,1,0,0,3,3,1,-1,0,1,0,1,1,1,3,2,1,0,2,2,1,0,0,2,2,2,3,1,0,-1,-1,2,3,0,-1,3,2,2,0,-1,0,2,1,1,2,96010.0,685,99393.0
-1,2,1,2,3,2,-1,2,2,-1,1,1,1,0,1,2,-1,2,3,1,0,1,1,-1,-1,0,1,0,2,0,3,3,-1,2,0,2,2,-1,1,0,1,1,0,2,2,-1,1,-1,3,0,96659.0,602,99466.0
2,0,2,2,1,1,-1,1,0,0,3,1,-1,-1,1,1,-1,3,0,3,2,2,0,2,0,3,0,3,0,-1,2,-1,2,1,2,-1,3,0,0,1,1,3,0,-1,2,1,-1,-1,-1,3,96738.0,576,99473.0
2,3,1,0,-1,3,-1,2,3,2,-1,2,1,0,-1,3,3,2,0,-1,3,-1,0,1,0,1,0,1,2,-1,2,-1,-1,2,1,0,0,2,0,1,1,3,2,3,0,0,0,1,2,2,96583.0,612,99460.0
2,1,-1,2,0,3,1,3,-1,0,1,1,2,-1,-1,1,3,0,0,3,1,1,1,2,3,2,0,2,0,0,3,2,1,2,-1,3,0,0,1,-1,-1,2,1,0,3,2,2,0,3,1,96282.0,654,99415.0
2,-1,1,-1,2,2,1,0,3,2,0,-1,0,0,3,1,1,2,0,0,2,0,1,0,-1,1,1,0,0,2,0,3,0,-1,1,2,2,-1,1,1,2,1,2,1,2,2,3,0,2,1,96135.0,673,99409.0
0,2,2,2,-1,-1,0,3,1,-1,-1,3,2,0,2,-1,1,2,2,2,1,0,3,3,1,2,3,0,-1,1,2,1,3,3,0,1,3,-1,0,1,3,3,3,1,1,-1,2,2,2,1,96736.0,637,99434.0
-1,1,0,3,0,1,2,2,0,1,0,1,3,-1,2,3,2,0,3,2,-1,1,1,0,-1,0,0,-1,0,2,-1,3,-1,-1,0,1,0,0,1,1,0,1,2,-1,2,2,2,3,2,1,96502.0,627,99448.0
0,3,3,2,3,2,1,1,0,3,0,2,2,0,0,1,3,0,1,1,1,2,-1,1,0,2,3,1,2,3,-1,1,2,1,1,0,0,1,-1,2,-1,1,2,-1,-1,-1,0,2,-1,-1,96688.0,629,99470.0
95988.0,96465.0,97350.0
519,641.0,734
99362.0,99437.0,99543.0
